JOB ID,企業名,フェーズ（シード、アーリー、ミドル、レイター、上場）,求人票URL,データ登録日,ポジション,【簡易】職種,年収下限 [万円],年収上限 [万円],応募必須要件補足,応募歓迎要件補足,求める人物像,応募条件補足タグ,ワークスタイル（リモートワーク採用状況）,プロダクト属性（カテゴリー）,ここがお勧め！
25023,株式会社LayerX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/ea7ba8080b1d8cdc40613329d9c0a067,2026/01/05 17:03:50,【新規ご紹介不可】【バクラク】インサイドセールス_人事労務領域(HCM),インサイドセールス,500,1200,"SaaS事業の法人営業 or インサイドセールス経験
日本語にてコミュニケーションが可能なこと / Native level/like fluency in Japanese","アーリーフェーズのSaaSプロダクト事業での営業経験
顧客との信頼関係構築、効果的なヒアリング、提案など、幅広いコミュニケーション能力
データ分析に基づく改善能力
テクノロジーへの興味・関心
主体性と行動力","当社のミッション「すべての経済活動を、デジタル化する。」　及び行動指針に共感いただける方
顧客志向で、顧客の課題解決に貢献したい方
常に顧客の視点に立ち、顧客の課題を深く理解し、最適なソリューションを提供できる方を求めています。
顧客の成功を自分の喜びとして感じられる、顧客志向の高い方を歓迎します。
変化を楽しみ、主体的に行動できる方
スタートアップならではのスピード感や変化を楽しみ、主体的に考え、行動できる方を求めています。
自ら課題を発見し、解決に向けて積極的に行動できる、チャレンジ精神旺盛な方を歓迎します。
チームワークを大切にし、協力して目標達成を目指せる方
チームメンバーと協力し、互いに助け合いながら目標達成を目指せる方を求めています。
オープンなコミュニケーションを心がけ、チーム全体の成果に貢献できる方を歓迎します。
常に学び続け、成長意欲の高い方
新しい知識やスキルを積極的に学び、常に自己成長を目指せる方を求めています。
変化の激しいSaaS業界において、常に最新の情報をキャッチアップし、自身のスキルを高めていける方を歓迎します。
テクノロジーを活用した業務効率化に関心がある方
SaaSプロダクトを扱うインサイドセールスとしてテクノロジーへの高い関心は重要です。
日常的に新しいSaaSプロダクトなどへアンテナをはり、テクノロジーを活用した業務効率化に関心がある方を歓迎します。
事業開発のミッションに共感いただける方
バクラク 事業開発のミッション
「強固な事業ポートフォリオを創る」
バクラク 事業開発の 役割・やること
バクラク事業開発の主な役割は、コンパウンドスタートアップの市場開拓責任者として、TAM拡大にコミットすること
未来のプロダクト価値を探索し、新規プロダクト開発と既存プロダクトの価値向上に圧倒的なオーナーシップを持ちます
ビジョンとファクトを組み合わせて新たな市場を創造すべく、将来の探索にbetします",,1.フルリモート,バックオフィス（会計/労務/経理/精算/法務等）,"・2025年に総額150億円を調達し、累計調達額は約282億円！
・主力サービス「バクラク」は累計導入社数20,000社超！
・AI-OCRを活用し、領収書100枚を数秒でデータ化できる高い技術力！

「すべての経済活動を、デジタル化する。」をミッションに掲げ、AI×SaaS×Fintechを軸に企業の業務変革を推進するLayerX。

主力サービス「バクラク」は、経費精算・請求書処理・法人カード・稟議・勤怠管理など、バックオフィス業務を一元管理・自動化するAIクラウドサービス。累計導入社数20,000社以上を誇り、国内有数のバックオフィスSaaSとして成長中。

特に、AI-OCRによる高精度な自動入力機能と、使いやすさを重視したプロダクト開発が強み。現場の業務負荷を大きく削減できるプロダクトとして、幅広い企業に導入が進んでいる。

バックオフィスSaaS／Fintech両軸の提案経験を通じて、AI活用提案力やソリューション営業スキルを高められる環境。600名規模への組織拡大を終えた今、早期リーダー機会や事業成長の中心を担える可能性が高いタイミング。"
24110,アスエネ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/1343ed571588c89cfa0c2d49bde65126,2025/10/15 11:36:04,カーボンクレジット事業 コンサルティングセールス職,フィールドセールス,500,800,"・法人営業経験（1年以上）
・フィールドセールス経験","・新規顧客への開拓営業経験
・コンサルティング業界でのご経験・SaaSフィールドセールスのご経験
・ベンチャー・スタートアップでの勤務経験
・サステナビリティやESGに対する強い関心・興味
・新規事業立ち上げ経験","・アスエネのミッション・ビジョン・バリューへ共感いただける方
・目標達成意欲が高く結果にこだわれる方
・自律的に行動ができる方
・新しい知識や事柄を貪欲に吸収し、アウトプットできる方",,3.リモート有（リモート＜出社）,"ビジネスコンサルティング（業務特化）,Vertical（その他）","・CO2?える化サービス導?社数アジアと国内でNo.1！
・World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出！

「次世代によりよい世界を」をミッションに掲げ、導入企業3万社、継続率99％、競合の7倍の市場シェア。6年半で事業計画達成率100％という驚異的な実績を誇る脱炭素テック企業。

CO2排出量見える化・削減クラウドサービス「ASUENE」は国内累計導入社数No.1を誇り、6,000社以上の導入実績を持つ。また、累計資金調達額は115億円に達し、グローバル展開やM&Aを積極的に推進している。
World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出されるなど、国内外で高い評価を得ている。
11か国の多様な仲間と6か国に展開するグローバル企業として、「仕事を通じて地球に貢献したい」「確実に成長できる環境で挑戦したい」という想いを持つ方を歓迎している。"
25492,アスエネ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/cc701d167460324d5dfe59e5ab1d8951,2026/02/10 18:44:21,アスエネキャリア_フィールドセールス,フィールドセールス,550,1000,"法人営業経験（半年以上）
目標達成意欲が高く結果にこだわることができる方","新規顧客への開拓営業経験
EVや再エネ、Climate techなどのGX・ESG領域の事業に携わった経験
人材領域事業の経験
無形商材の提案経験","自律的に行動ができ、貪欲に新しい知識や事柄を吸収し、アウトプットできる方
目標達成に向けて強くコミットしてきた経験がある方
ミッション""次世代によりよい世界を""の実現に本気で一緒に取り組んでくださる方",,3.リモート有（リモート＜出社）,"ビジネスコンサルティング（業務特化）,Vertical（その他）","・CO2?える化サービス導?社数アジアと国内でNo.1！
・World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出！

「次世代によりよい世界を」をミッションに掲げ、導入企業3万社、継続率99％、競合の7倍の市場シェア。6年半で事業計画達成率100％という驚異的な実績を誇る脱炭素テック企業。

CO2排出量見える化・削減クラウドサービス「ASUENE」は国内累計導入社数No.1を誇り、6,000社以上の導入実績を持つ。また、累計資金調達額は115億円に達し、グローバル展開やM&Aを積極的に推進している。
World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出されるなど、国内外で高い評価を得ている。
11か国の多様な仲間と6か国に展開するグローバル企業として、「仕事を通じて地球に貢献したい」「確実に成長できる環境で挑戦したい」という想いを持つ方を歓迎している。"
25493,アスエネ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/725916027f8b7c9f14e7f6455c849bc7,2026/02/10 18:45:57,アスエネキャリア_インサイドセールス,インサイドセールス,550,1000,"法人営業経験（半年以上）
目標達成意欲が高く結果にこだわることができる方","新規顧客への開拓営業経験
EVや再エネ、Climate techなどのGX・ESG領域の事業に携わった経験
人材領域事業の経験
無形商材の提案経験","自律的に行動ができ、貪欲に新しい知識や事柄を吸収し、アウトプットできる方
目標達成に向けて強くコミットしてきた経験がある方
ミッション""次世代によりよい世界を""の実現に本気で一緒に取り組んでくださる方",,3.リモート有（リモート＜出社）,"ビジネスコンサルティング（業務特化）,Vertical（その他）","・CO2?える化サービス導?社数アジアと国内でNo.1！
・World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出！

「次世代によりよい世界を」をミッションに掲げ、導入企業3万社、継続率99％、競合の7倍の市場シェア。6年半で事業計画達成率100％という驚異的な実績を誇る脱炭素テック企業。

CO2排出量見える化・削減クラウドサービス「ASUENE」は国内累計導入社数No.1を誇り、6,000社以上の導入実績を持つ。また、累計資金調達額は115億円に達し、グローバル展開やM&Aを積極的に推進している。
World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出されるなど、国内外で高い評価を得ている。
11か国の多様な仲間と6か国に展開するグローバル企業として、「仕事を通じて地球に貢献したい」「確実に成長できる環境で挑戦したい」という想いを持つ方を歓迎している。"
22795,アスエネ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/1e43d3e7e3d76df2f584c15a72eb40c2,2025/07/04 17:48:08,アスエネ事業部 - 公共営業,フィールドセールス,600,900,"法人営業1年以上
目標から逆算し自ら行動計画を立てて実行、達成したご経験","エンタープライズ企業への提案経験
資料作成スキル
新規顧客への開拓営業経験
IT関連企業での提案営業経験","営業活動・プロジェクトマネジメントまで一貫して手掛けるマルチタスクの業務が可能な方
大型提案から小規模提案まで工数配分を考慮した戦略を上司と一緒に考えることができる方
自律的に行動ができ、貪欲に新しい知識や事柄を吸収し、アウトプットできる方
目標達成に向けて強くコミットしてきた経験がある方
ミッション""次世代によりよい世界を""の実現に本気で取り組んでくださる方",,3.リモート有（リモート＜出社）,"ビジネスコンサルティング（業務特化）,Vertical（その他）","・CO2?える化サービス導?社数アジアと国内でNo.1！
・World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出！

「次世代によりよい世界を」をミッションに掲げ、導入企業3万社、継続率99％、競合の7倍の市場シェア。6年半で事業計画達成率100％という驚異的な実績を誇る脱炭素テック企業。

CO2排出量見える化・削減クラウドサービス「ASUENE」は国内累計導入社数No.1を誇り、6,000社以上の導入実績を持つ。また、累計資金調達額は115億円に達し、グローバル展開やM&Aを積極的に推進している。
World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出されるなど、国内外で高い評価を得ている。
11か国の多様な仲間と6か国に展開するグローバル企業として、「仕事を通じて地球に貢献したい」「確実に成長できる環境で挑戦したい」という想いを持つ方を歓迎している。"
25561,アスエネ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/d5d6823f4856e50974b3ff163039a2d7,2026/02/17 15:40:05,アスエネ事業部 - システム導入コンサルタント,カスタマーサクセス,500,1100,"・ITコンサルティング、またはERP・基幹システムの導入プロジェクト関与経験（最低1年以上）
・大手企業（上場企業等）に対する要件定義・Fit&Gap・業務フロー設計の実務経験
・PPTやWordを用いたドキュメンテーション、及びExcelを用いた分析","・プロジェクトマネジメント、またはチームリーダーとしてのマネジメント経験
・SaaSプロダクトの開発・企画へのフィードバック経験
・BPRを含む業務改革プロジェクトへの関与経験","・アスエネのMVVに共感できる方
・顧客第一で考え、行動できる方
・クイックレスポンスが得意な方
・担当する業務を当事者意識を持って、推進できる方
・チームワーカーであり、チームで目標を達成することを大事にしている方
・新しいチャレンジを求めている方",,3.リモート有（リモート＜出社）,"ビジネスコンサルティング（業務特化）,Vertical（その他）","・CO2?える化サービス導?社数アジアと国内でNo.1！
・World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出！

「次世代によりよい世界を」をミッションに掲げ、導入企業3万社、継続率99％、競合の7倍の市場シェア。6年半で事業計画達成率100％という驚異的な実績を誇る脱炭素テック企業。

CO2排出量見える化・削減クラウドサービス「ASUENE」は国内累計導入社数No.1を誇り、6,000社以上の導入実績を持つ。また、累計資金調達額は115億円に達し、グローバル展開やM&Aを積極的に推進している。
World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出されるなど、国内外で高い評価を得ている。
11か国の多様な仲間と6か国に展開するグローバル企業として、「仕事を通じて地球に貢献したい」「確実に成長できる環境で挑戦したい」という想いを持つ方を歓迎している。"
25560,アスエネ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/c879997a82a84d5391c71bbdc249aafd,2026/02/17 15:38:03,アスエネ事業部-上場企業向け サステナビリティ戦略コンサルタント　マネージャー,カスタマーサクセス,900,1500,"Big4 コンサルティングファームのサステナビリティユニットでのコンサル経験（3年以上）
大手企業を対象とした提案営業、または顧客課題の把握・解決策提案の経験
社内外のプロジェクト参画や、プロジェクトマネジメントの経験
チームマネジメント、またはリーダーとしてメンバーを率いた経験
Office／Googleツールを用いた資料作成スキル
データを活用した分析および示唆出しのスキル",,"顧客第一で考え、行動できる方
クイックレスポンスが得意な方
担当する業務を当事者意識を持って、推進できる方
チームワーカーであり、チームで目標を達成することを大事にしている方
新しいチャレンジを求めている方
自らサービスの立ち上げおよび事業推進を主体的に担いたい方",,3.リモート有（リモート＜出社）,"ビジネスコンサルティング（業務特化）,Vertical（その他）","・CO2?える化サービス導?社数アジアと国内でNo.1！
・World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出！

「次世代によりよい世界を」をミッションに掲げ、導入企業3万社、継続率99％、競合の7倍の市場シェア。6年半で事業計画達成率100％という驚異的な実績を誇る脱炭素テック企業。

CO2排出量見える化・削減クラウドサービス「ASUENE」は国内累計導入社数No.1を誇り、6,000社以上の導入実績を持つ。また、累計資金調達額は115億円に達し、グローバル展開やM&Aを積極的に推進している。
World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出されるなど、国内外で高い評価を得ている。
11か国の多様な仲間と6か国に展開するグローバル企業として、「仕事を通じて地球に貢献したい」「確実に成長できる環境で挑戦したい」という想いを持つ方を歓迎している。"
22427,アスエネ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/415ac8998e0cd3e88d0a4128b63c0e09_1750081866.1696,2025/06/09 10:09:45,アスエネ事業部 - 上場企業向け気候変動コンサルタント,カスタマーサクセス,500,800,,,,,3.リモート有（リモート＜出社）,"ビジネスコンサルティング（業務特化）,Vertical（その他）","・CO2?える化サービス導?社数アジアと国内でNo.1！
・World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出！

「次世代によりよい世界を」をミッションに掲げ、導入企業3万社、継続率99％、競合の7倍の市場シェア。6年半で事業計画達成率100％という驚異的な実績を誇る脱炭素テック企業。

CO2排出量見える化・削減クラウドサービス「ASUENE」は国内累計導入社数No.1を誇り、6,000社以上の導入実績を持つ。また、累計資金調達額は115億円に達し、グローバル展開やM&Aを積極的に推進している。
World's Top GreenTech Companies 2025に日本のCO2排出量見える化クラウド企業で唯一選出されるなど、国内外で高い評価を得ている。
11か国の多様な仲間と6か国に展開するグローバル企業として、「仕事を通じて地球に貢献したい」「確実に成長できる環境で挑戦したい」という想いを持つ方を歓迎している。"
27983,株式会社PeopleX,シード～アーリー,https://next.mar-cari.jp/job-descriptions/813f571d3b81fcc1cce7d8a47b5a357a,2026/09/02 10:34:31,カスタマーサクセス【Z AI面接配属】,カスタマーサクセス,500,700,"以下いずれかのご経験者
BtoB SaaSにおけるカスタマーサクセス経験2年以上
人材業界での営業やCS経験（採用や研修等領域不問）2年以上
無形商材における法人向けソリューション営業経験2年以上","採用要件定義・面接設計・評価基準設計の経験
HRTech、AIプロダクトに携わった経験
エンタープライズ企業への導入支援・カスタマーサクセス経験
採用業務のBPR、採用コンサルティング経験
データを用いた採用活動や業務改善の経験
プロダクトチーム・開発チームへのVoCフィードバックや機能企画の経験",,,3.リモート有（リモート＜出社）,"セールス/マーケティング領域特化,AI/Tech（LLM、生成AI、エージェント）,HR-Tech（人材配置/育成/開発）,採用/HR-Tech","「AI×HR」の成長領域で、採用・育成・マネジメントのあり方そのものを変えようとしている注目企業です！

AI面接やAIロープレなど複数プロダクトを展開し、大手企業への導入も進んでいます。完成されたサービスを運用するというより、事業や組織をこれから大きくしていくフェーズのため、SaaS営業・CS・人材領域で培った経験を活かしながら、将来的にBizDevやマネジメント、事業づくりまでキャリアを広げたい方には特におすすめです。"
13991,株式会社セラク,上場,https://next.mar-cari.jp/job-descriptions/0805a8208ebcb8d4944bf4e34e4c327a,2023/04/24 13:59:06,〔東京〕 カスタマーサクセス（Salesforce）/「営業職」「販売職」からキャリアチェンジ大歓迎/IT未経験者9割,カスタマーサクセス,350,600,"年齢：25歳～39歳（経験者は別途相談可能） ※若年層の長期キャリア形成を図るため
学歴：高卒以上
就業経験社数：20代2社、30代3社まで可。
その他：
・正社員での経験1年以上
・基本的なPCスキルがある方
・外国籍の場合は、日本語ネイティブレベル（N1取得者）
・販売、サービス、営業などの顧客折衝経験のある方（業界不問）
・顧客に長く寄り添い、ビジネス成果創出に貢献したいと思える方",,"・これから伸びるビジネスや業界で活躍したい方
・周りを巻き込み先導する推進力、チームの業務改善等の提案力をお持ちの方
・システムの完成ではなく、顧客の事業成長をゴールとして考えられる方",,3.リモート有（リモート＜出社）,セールス/マーケティング領域特化,"・35期連続黒字達成の安定経営！
・Salesforceのカスタマーサクセス分野でエキスパート認定！（約500社中2社）

1987年設立の総合ITソリューション企業である。
35期連続黒字を達成する安定した経営基盤を持ち、IT人材育成に強みを持つ。

特にSalesforceのカスタマーサクセス分野では、約500社のパートナー企業の中で2社しか認定されていないエキスパート認定を受けており、国内トップクラスの支援実績を誇る。

また、農業ITソリューション「みどりクラウド」は、青果流通の効率化に貢献し、日本DX大賞2023 SX・GX部門優秀賞を受賞するなど、社会課題解決に貢献する事業を展開している。

未経験者採用にも積極的で、独自の研修システムによりエンジニアの育成にも力を入れている企業である。"
19723,株式会社アンドパッド,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/f3e2307f1d738a5271b2b3b5dcc00b9b,2024/12/10 10:14:28,【ビルディング領域】インサイドセールス（未経験者歓迎）,インサイドセールス,450,600,"下記いずれかのご経験をお持ちの方
法人、または個人向け営業経験
非対面での顧客折衝経験",新規顧客開拓型の営業経験,"アンドパッドのミッション、バリューに共感していただける方
インサイドセールスにチャレンジしたい方
業界課題の解決に当事者意識を持って取り組める方
スタートアップの柔軟性を受け入れながら行動することができる方",業界未経験歓迎,3.リモート有（リモート＜出社）,"業界特化（横断検索）,Vertical（建設）","・8年連続 導入企業数No.1！（建設業マネジメントクラウドサービス市場）
・累計資金調達額 200億円超！
SaaS事業のさらなる成長や新規事業開発に積極的な投資を行っている。
・国土交通省NETIS（新技術情報提供システム）に「推奨技術」として選定

「幸せを築く人を、幸せに。」をミッションに掲げ、建設業界のDXを推進する企業である。このサービスは、現場の効率化から経営改善までを一元管理できる多機能性が魅力であり、直感的な使いやすさと徹底した導入・活用サポートにより、ITリテラシーの高くないユーザーでも安心して利用できる点が強みである。建設業界の慢性的な人手不足や長時間労働といった課題に対し、テクノロジーの力で解決策を提供し、業界全体の働き方改革に貢献している。"
27982,株式会社ロットネスト,シード～アーリー,https://next.mar-cari.jp/job-descriptions/667b9af41acb95a6af72469b061d800f,2026/09/02 09:58:18,【アカウントコンサル】エージェント用,カスタマーサクセス,400,700,法人営業経験,"決裁者向けの法人営業経験
メンバーマネジメントの経験
インターネット広告代理店での営業経験
組織の立ち上げ・事業拡大フェーズでの経験","「会社を創る」フェーズにやりがいを感じる方
童心溢れる社会を創ることに共感をいただく方
事業の成長に深くコミットしたい方

【こんな人と働きたい】
一緒に会社を創っていくことにやりがいや楽しみを感じる方
最後までやり抜く粘り強さを持っている人",,4.フル出社,マーケティング（コンサルティング支援）,"・ベストベンチャー100に選出！

「童心溢れる挑戦を日本一する会社」をビジョンに掲げ、「広告代理店の再発明」をミッションとするマーケティング業界に変革をもたらす企業である。

特に「常駐する」インターネット広告代理店として、顧客の社内に入り込み、マーケティング担当者とシンクロすることで、広告成果のみならず最終的な売上や事業の成長に向けた伴走型の支援を行う。顧客の事業、組織、文化、システムを深く理解し、売上成長を妨げる要因や課題を発掘、広告以外の施策にも踏み込んだ設計・提案を行う点が強みである。

2026年度にはベストベンチャー100に選出されるなど、その成長性と革新性が評価されている。社員の成長と自己実現を支援する企業文化も魅力であり、3年で10年分の成長ができるような採用・育成・評価・等級制度が浸透している。"
27981,株式会社ロットネスト,シード～アーリー,https://next.mar-cari.jp/job-descriptions/453ce59e36e45d2383fe4f0bf1fb84fa,2026/09/02 09:49:38,【運用コンサルマネージャー】エージェント用,カスタマーサクセス,600,900,"インターネット広告の運用コンサル経験
メンバー／組織マネジメントの経験
インターネット広告の戦略立案・施策推進経験","インターネット広告代理店での運用コンサル経験
組織の立ち上げ・事業拡大フェーズでの経験","「会社を創る」フェーズにやりがいを感じる方
童心溢れる社会を創ることに共感をいただく方
事業の成長に深くコミットしたい方",,4.フル出社,マーケティング（コンサルティング支援）,"・ベストベンチャー100に選出！

「童心溢れる挑戦を日本一する会社」をビジョンに掲げ、「広告代理店の再発明」をミッションとするマーケティング業界に変革をもたらす企業である。

特に「常駐する」インターネット広告代理店として、顧客の社内に入り込み、マーケティング担当者とシンクロすることで、広告成果のみならず最終的な売上や事業の成長に向けた伴走型の支援を行う。顧客の事業、組織、文化、システムを深く理解し、売上成長を妨げる要因や課題を発掘、広告以外の施策にも踏み込んだ設計・提案を行う点が強みである。

2026年度にはベストベンチャー100に選出されるなど、その成長性と革新性が評価されている。社員の成長と自己実現を支援する企業文化も魅力であり、3年で10年分の成長ができるような採用・育成・評価・等級制度が浸透している。"
23368,株式会社ロットネスト,シード～アーリー,https://next.mar-cari.jp/job-descriptions/5bcf6be5767f42cd8ada0624781d36ce,2025/08/15 11:08:23,【営業マネージャー】エージェント用,フィールドセールス,600,900,"インターネット広告の営業経験
メンバー／組織マネジメントの経験
インターネット広告の戦略立案・施策推進経験","インターネット広告代理店での営業経験
組織の立ち上げ・事業拡大フェーズでの経験","「会社を創る」フェーズにやりがいを感じる方
童心溢れる社会を創ることに共感をいただく方
事業の成長に深くコミットしたい方",,4.フル出社,マーケティング（コンサルティング支援）,"・ベストベンチャー100に選出！

「童心溢れる挑戦を日本一する会社」をビジョンに掲げ、「広告代理店の再発明」をミッションとするマーケティング業界に変革をもたらす企業である。

特に「常駐する」インターネット広告代理店として、顧客の社内に入り込み、マーケティング担当者とシンクロすることで、広告成果のみならず最終的な売上や事業の成長に向けた伴走型の支援を行う。顧客の事業、組織、文化、システムを深く理解し、売上成長を妨げる要因や課題を発掘、広告以外の施策にも踏み込んだ設計・提案を行う点が強みである。

2026年度にはベストベンチャー100に選出されるなど、その成長性と革新性が評価されている。社員の成長と自己実現を支援する企業文化も魅力であり、3年で10年分の成長ができるような採用・育成・評価・等級制度が浸透している。"
26080,株式会社ビズリーチ,上場,https://next.mar-cari.jp/job-descriptions/9870b931b10506926aed4e075a4931a9,2026/03/27 12:38:48,カスタマーサクセス（アカウントマネージャー）／HRMOS事業部　タレントマネジメントシステム,カスタマーサクセス,550,650,"・新規、既存問わず無形商材の営業のご経験を3年以上お持ちの方
・お客様の課題を解決するために、既存の枠組にとらわれずご提案を行ったご経験をお持ちの方","・マネジメント経験をお持ちの方
・採用もしくはタレントマネジメント領域の知見をお持ちの方","・前向きで、知的好奇心が高い方
・部門を超えて人を巻き込みながら業務が出来る方",,3.リモート有（リモート＜出社）,"バックオフィス（会計/労務/経理/精算/法務等）,HR-Tech（採用関連）,HR-Tech（人材配置/育成/開発）","・累計利用企業数41,800社以上、スカウト可能会員数329万人以上、年収1,000万円以上の求人が4割以上（ビズリーチ）
・ITreview Grid Awardを7期連続で受賞（HRMOS）
・「働きがいのある会社ランキング」でベストカンパニーに選出

「キャリアに、選択肢と可能性を」をミッションに掲げ、即戦力人材と企業をつなぐ転職サイト「ビズリーチ」を運営する企業。
ハイクラス人材に特化した転職サービスとして、年収1,000万円以上の求人が4割以上を占め、自分の市場価値を客観的に把握できる点が魅力である。

　転職領域にとどまらず、人事・HR領域のSaaSプロダクトとして「HRMOSシリーズ」も展開。採用管理システム「HRMOS採用」をはじめ、目標・評価管理や組織診断サーベイを含む「HRMOSタレントマネジメント」、勤怠・経費・労務給与管理まで対応したプラットフォームへと進化しているするなど、市場評価も高い。ビズリーチで培った検索・マッチングのノウハウを社内の異動・登用に応用し、AIによる最適な人材配置を実現。「社内版ビズリーチ」も提供しており、採用から人材活用まで一気通貫でカバーするHRテック企業としての強みを持つ。"
14700,株式会社マネーフォワード,上場,https://next.mar-cari.jp/job-descriptions/2cda087e5540d73d7d1b63d76d06df58,2023/07/18 17:48:53,【カスタマーサクセス/リーダー候補（Mid to Enterprise担当）】ビジネスセグメント(リーガルソリューション本部)＿東京（田町）,カスタマーサクセス,600,900,"【以下いずれかのご経験（目安2年以上）】
SaaS／IT業界におけるカスタマーサクセスの経験
SaaS／IT業界における法人向けアカウント営業の経験","エンタープライズ顧客に対するアップセル／クロスセルの戦略立案、およびグループ会社等への拡販経験
リテンション／エクスパンションに向けた「型（プレイブック）」の設計・運用経験
マネジメント経験（目標設定、育成、評価などの実務経験）
AIツールを活用した業務効率化や顧客対応の高度化経験","受け身ではなく、自ら課題を発見し主体的に物事に取り組める方
完成されていない組織・プロダクトのフェーズを「創る側」としてポジティブに楽しめる方
事業指標（KPI／KGI）に当事者意識を持ち、全体最適の視点で優先順位を判断できる方
メンバーの自律を尊重し、周囲を巻き込みながらチームとして成果を出せる方
将来的にCS組織のリーダーやマネジメントポジションを目指したい方",,2.リモート主体（出社＜リモート）,バックオフィス（会計/労務/経理/精算/法務等）,"・家計簿アプリシェアNo.1！
・SaaS×Fintech領域で国内最大級のユーザー基盤とプロダクトラインアップを提供！
・東証プライム市場上場企業！

「お金を前へ。人生をもっと前へ。」をミッションに掲げ、個人や法人のお金の課題を解決するサービスを提供する企業である。
個人向け家計簿アプリ「マネーフォワード ME」は利用者数1,700万人を突破し、家計簿アプリでシェアNo.1を獲得している。また、法人向けには「マネーフォワード クラウド」として20以上のSaaS型サービスを提供し、バックオフィス業務の効率化を支援。
SaaS×Fintech領域において国内最大級のユーザー基盤とプロダクトラインアップを誇り、中小企業から大企業まで幅広い顧客の経営に貢献している。
2022年4月には東証プライム市場へ市場変更するなど、成長を続けるリーディングカンパニーである。"
27961,フリー株式会社,上場,https://next.mar-cari.jp/job-descriptions/6a03a48f5fa3e5ce8f75ef8f0e179305,2026/08/31 14:33:19,インサイドセールス / マネージャー候補,インサイドセールス,580,920,"以下2点を満たす方

・無形商材の法人営業またはインサイドセールス経験（2年以上）

・無形商材の法人営業またはインサイドセールスにおけるリーダー・マネジメント経験（1年以上）

　例：メンバーの行動管理、KPI管理、1on1等による育成経験","・The Model型でのマネジメント経験

・Salesforce等のCRM/SFAを活用した組織改善経験

・新規事業の立ち上げ、または組織の急拡大フェーズでの実務経験

・ターゲット選定からリスト作成、架電実行までの一連のアウトバウンドプロセスを自ら設計・完遂した経験","・freeeの事業を通じて社会を進化させることへのモチベーションがある方
・学ぶことに対する素直さ、柔軟性（コーチャビリティ）がある方
・目標数値に対する強いこだわりがある方",,4.フル出社,バックオフィス（会計/労務/経理/精算/法務等）,"～クラウド会計ソフト導入シェアNo.1～
複数プロダクトを取り揃えているので、顧客課題に合わせたプランニング提案が出来る。評価制度も結果とプロセスが５:５なので、異業界からの転職でも安心感があることも人気の一つ。"
